"cod";"Materia";"cuat inicio";"cuat fin";"fecha inicio";"fecha fin";"comision";"Profesor"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Blanco Vitorero, Maria Patricia"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Peña, Nelly Haydee"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Oviedo, Martina Guadalupe"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Cabana, Adriana Elena"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Marti, Maria Elisabeth"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Blanco Vitorero, Maria Patricia"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Marti, Maria Elisabeth"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Blanco Vitorero, Maria Patricia"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Marti, Maria Elisabeth"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Blanco Vitorero, Maria Patricia"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Rozenwasser, Laura"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Vargas, Gabriela"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Palacios, Patricia Elizabeth"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Vargas, Gabriela"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Blanco Vitorero, Maria Patricia"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Peralta, Nora Beatriz"
"12.99";"Trabajo Supervisado II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"LEON DIAZ, VICTOR JOSE"
"12.99";"Trabajo Supervisado II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Llano, Paula Vanesa"
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Márquez Padilla, Samantha"
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Hannemann, Ricardo E."
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Rosemberg, Adrián Alberto"
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Fernández, Leandro"
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Márquez Padilla, Samantha"
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Hannemann, Ricardo E."
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rosemberg, Adrián Alberto"
"10.02";"Gestión Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Fernández, Leandro"
"72.07";"Protocolos de Comunicación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Codagnone, Juan Francisco"
"72.07";"Protocolos de Comunicación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Garberoglio, Marcelo Fabio"
"16.17";"Instrumentación Biomédica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Madorno, Matias"
"16.17";"Instrumentación Biomédica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Garayalde, Damián Alejandro"
"16.17";"Instrumentación Biomédica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Flugelman, Máximo"
"16.29";"Diseño de Fármacos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Cavasotto, Claudio"
"16.29";"Diseño de Fármacos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Bollini, Mariela"
"11.83";"Gestión de Operaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Domínguez, Juan Manuel"
"11.83";"Gestión de Operaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Soto, Marcela Fabiana"
"81.27";"Impuestos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Oyola, Natalia Andrea"
"81.27";"Impuestos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"García, Juan Carlos"
"12.19";"Química Analítica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Stripeikis, Jorge Daniel"
"12.19";"Química Analítica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Luna, Pablo Cesar"
"12.19";"Química Analítica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Edelsztein, Valeria Carolina"
"81.03";"Sistemas de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Giller, Martín"
"81.03";"Sistemas de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Apat, Javier"
"81.03";"Sistemas de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Marino, Gustavo Adrian"
"81.03";"Sistemas de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Giller, Martín"
"81.03";"Sistemas de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Apat, Javier"
"81.03";"Sistemas de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Marino, Gustavo Adrian"
"61.50";"Finanzas de la Empresa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Coccolo, Pablo Bartolome"
"61.50";"Finanzas de la Empresa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lelic, Rifat"
"72.75";"Aprendizaje Automático (Machine Learning)";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Santos, Juan Miguel"
"72.75";"Aprendizaje Automático (Machine Learning)";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Gambini, Maria Juliana"
"22.85";"Sistemas de Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Zujew, Cristian Alejo"
"22.85";"Sistemas de Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Nasini, Victor Gustavo"
"81.39";"Sistemas Integrados de Gestión Empresaria I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Winokur, Maia"
"81.39";"Sistemas Integrados de Gestión Empresaria I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Mogetta, Fernando"
"16.50";"Introducción a la Bioinformática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Breglia, Mariano Nicolás"
"16.50";"Introducción a la Bioinformática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Yankilevich, Patricio"
"12.40";"Control de Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Maffi, Juan Martín"
"12.40";"Control de Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Moscoso Vásquez, Hilda Marcela"
"12.40";"Control de Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Szupiany, Agustina"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Castañiza, Sebastian Miguel"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"LONARDI FRANCISCO, FRANCISCO"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cazado, Mauricio Exequiel"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Mujica, Marcelo Mariano"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Chalfoun, Dannisa R."
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Deferrari, Nicolas"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"De Bernardez, Leopoldo"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"LONARDI FRANCISCO, FRANCISCO"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Castañiza, Sebastian Miguel"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Cazado, Mauricio Exequiel"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Mujica, Marcelo Mariano"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Chalfoun, Dannisa R."
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Deferrari, Nicolas"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"De Bernardez, Leopoldo"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"LONARDI FRANCISCO, FRANCISCO"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Castañiza, Sebastian Miguel"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Cazado, Mauricio Exequiel"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Chalfoun, Dannisa R."
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Deferrari, Nicolas"
"11.16";"Materiales y Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"De Bernardez, Leopoldo"
"94.42";"Comunicación Estratégica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Presas Neira, Maria Esperanza"
"94.42";"Comunicación Estratégica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Magro, Adriana Edith"
"93.07";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Villaverde, Francisco Fernando"
"93.07";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Devoto, Jorge Andres"
"93.07";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Villaverde, Francisco Fernando"
"93.07";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Fierens, Pablo Ignacio"
"93.07";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"QSP";"Villaverde, Francisco Fernando"
"12.88";"Proyecto Final en Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Conde, Romina Soledad"
"16.06";"Señales y Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Mancino, Axel Víctor Andrés"
"16.06";"Señales y Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"ROHLEDER, MATÍAS DAMIÁN"
"16.06";"Señales y Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Solano, Agustín Benjamín Ezequiel"
"11.84";"Gestión de Proyectos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Hannemann, Ricardo E."
"11.84";"Gestión de Proyectos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Del Campo, Pedro"
"11.84";"Gestión de Proyectos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Hannemann, Ricardo E."
"11.84";"Gestión de Proyectos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Del Campo, Pedro"
"11.84";"Gestión de Proyectos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Hannemann, Ricardo E."
"11.84";"Gestión de Proyectos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Del Campo, Pedro"
"16.18";"Instrumentación Biomédica II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Szlain, Darío"
"16.18";"Instrumentación Biomédica II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Madorno, Matias"
"16.18";"Instrumentación Biomédica II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Flugelman, Máximo"
"81.38";"Integración de Procesos de Negocios y Aplicaciones Informáticas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Cardarelli, Santiago"
"81.38";"Integración de Procesos de Negocios y Aplicaciones Informáticas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Maglione, Juan Martín"
"22.61";"Transmisión de la Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Bertucci, Eduardo Adolfo"
"22.61";"Transmisión de la Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Vila Krause, Luis Gustavo"
"31.35";"Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Ingles";"Cavaliere, Miguel Angel"
"31.35";"Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Ingles";"Polano, Francisco José"
"72.52";"Análisis y Tratamiento de Imágenes";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Gambini, Maria Juliana"
"81.26";"Comercio Exterior";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Civano, Estela Cecilia"
"81.26";"Comercio Exterior";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Berra, José María"
"22.73";"Instrumentación y Control Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Colombo, Sebastián Carlos"
"12.08";"Bioquímica y Microbiología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Oppezzo, Oscar Juan"
"12.08";"Bioquímica y Microbiología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Pizarro, Ramon Augusto"
"12.08";"Bioquímica y Microbiología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Meich, Veronica Cecilia"
"72.40";"Ingenieria del Software II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Sotuyo Dodero, Juan Martin"
"72.40";"Ingenieria del Software II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"García, Guillermo"
"81.02";"Introducción a la Licenciatura en Adm y Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Bordoy, Gabriela Veronica"
"81.02";"Introducción a la Licenciatura en Adm y Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Vidaguren, Juan Cornelio"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Colombo, Sebastián Carlos"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Baez, Eduardo Diocles"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Comastri, Hector Adolfo"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Zuazquita, Ricardo Alberto"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Colombo, Sebastián Carlos"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Baez, Eduardo Diocles"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Comastri, Hector Adolfo"
"22.10";"Electrónica e Instrumentación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Zuazquita, Ricardo Alberto"
"22.22";"Antenas y Radiopropagacion";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Douthat, Analia Elizabeth"
"22.22";"Antenas y Radiopropagacion";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Muñoz, Claudio Marcelo"
"71.85";"Programación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Diaz, Laura Ines"
"71.85";"Programación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Buquete, Maria Alejandra"
"31.82";"Sistemas Mecatrónicos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INGLES";"Perfumo, Lucas Alberto"
"31.82";"Sistemas Mecatrónicos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INGLES";"Fortunatti, Nelson Ariel"
"22.46";"Procesamiento Adaptativo de Señales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Ressl, Marc S."
"93.35";"Lógica Computacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Noni, Maria Laura"
"93.35";"Lógica Computacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Fernández Sau, Mercedes"
"12.85";"Diseño Conceptual de Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Fernandez, Beatriz Ethel"
"82.14";"Analítica en Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"García Mora, Sergio Esteban"
"30.34";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Oyarzabal, Nicolás Andrés"
"30.34";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Zubiri, Juan Ignacio"
"30.34";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M2";"Oyarzabal, Nicolás Andrés"
"30.34";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M2";"Zubiri, Juan Ignacio"
"30.34";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M3";"Oyarzabal, Nicolás Andrés"
"30.34";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M3";"Zubiri, Juan Ignacio"
"93.59";"Matemática Discreta";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Orecchia, Monica Ines"
"93.59";"Matemática Discreta";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Pardal, Nina"
"93.59";"Matemática Discreta";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S2";"Orecchia, Monica Ines"
"93.59";"Matemática Discreta";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S2";"Crespo, Alvaro Andrés"
"23.02";"Electrónica Analógica y Digital";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Rodríguez, Andrés Carlos"
"72.89";"Moneda Digital Descentralizada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Jardi Bello, Yemel Angel"
"72.89";"Moneda Digital Descentralizada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Cortesi, Mariano Agustin"
"23.14";"Deep Learning";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Selmo, Carlos"
"31.26";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Vieytes, Roberto Eduardo"
"31.26";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Pedreira, Patricio Hernán"
"12.97";"Trabajo de Investigación Dirigido II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Berkenwald, Emilio"
"81.45";"Seminario de Actualización";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cardarelli, Santiago"
"81.45";"Seminario de Actualización";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Nores, Ignacio"
"16.19";"Biosensores";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Ahumada, Carolina"
"22.90";"Automación Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KM";"Arias, Rodolfo Enrique"
"22.90";"Automación Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KM";"Ghersin, Alejandro Simon"
"94.27";"Administración de Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"González Gainza, Maria Florencia"
"94.27";"Administración de Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pedró, Cecilia Angélica"
"94.27";"Administración de Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Feld, Guido Mariano"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Piantanida, Horacio"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Igarreta, Ramon Santiago"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Coccolo, Pablo Bartolome"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Dominguez Zoth, Martín"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pose, Eduardo Francisco"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Piantanida, Horacio"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Coccolo, Pablo Bartolome"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Pose, Eduardo Francisco"
"61.20";"Presupuesto y Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"López Sáez, José Ignacio"
"81.21";"Gestión de Ventas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Hutter, Santiago"
"81.21";"Gestión de Ventas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Mera, Mariano"
"61.32";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KS";"Perego, Pablo Alejandro"
"61.32";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KS";"Blázquez, Oscar Gustavo"
"61.32";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"SK";"Perego, Pablo Alejandro"
"61.32";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"SK";"Blázquez, Oscar Gustavo"
"31.94";"Tecnología de Materiales Compuestos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Armanasco, Franco"
"31.94";"Tecnología de Materiales Compuestos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Chiacchiarelli, Leonel Matias"
"72.41";"Base de Datos II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Rodriguez Babino, Cecilia"
"72.41";"Base de Datos II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Aizemberg, Diego Ariel"
"21.09";"Máquinas Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cerfoglio, Ernesto Luis"
"21.09";"Máquinas Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pingitore, Ricardo Alejandro"
"21.09";"Máquinas Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Cerfoglio, Ernesto Luis"
"21.09";"Máquinas Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Pingitore, Ricardo Alejandro"
"21.09";"Máquinas Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Cerfoglio, Ernesto Luis"
"21.09";"Máquinas Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Pingitore, Ricardo Alejandro"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Rodriguez, Gustavo Eduardo"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lucioli, Mónica Susana"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lowi, Debora"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Carola, Luis Federico"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rodriguez, Gustavo Eduardo"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Lucioli, Mónica Susana"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Lowi, Debora"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Carola, Luis Federico"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Rodriguez, Gustavo Eduardo"
"11.02";"Organización de la Producción II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Lucioli, Mónica Susana"
"22.11";"Electrónica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Oreglia, Eduardo Victor"
"22.47";"Procesamiento de Voz";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Ressl, Marc S."
"82.15";"Matemática Aplicada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"González Rodríguez, Rafael Ricardo"
"82.15";"Matemática Aplicada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Valledor Duco, Juan Maria"
"93.24";"Probabilidad y Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KSE";"Fierens, Pablo Ignacio"
"93.24";"Probabilidad y Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KSE1";"Villaverde, Francisco Fernando"
"82.03";"Gestión del Ciclo de Vida de la Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Aguirre Paez, Luciano"
"93.36";"Probabilidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Galibert, Maria Silvia"
"93.36";"Probabilidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Alvarez Ponte, Lucia Ines"
"93.36";"Probabilidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Galibert, Maria Silvia"
"93.36";"Probabilidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Alvarez Ponte, Lucia Ines"
"30.33";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Pontelli, Nicolas"
"30.33";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Bonadeo, Claudio"
"30.33";"Diseño Mecánico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Pfister, Patricia Sylvina"
