"cod";"Materia";"cuat inicio";"cuat fin";"fecha inicio";"fecha fin";"comision";"Profesor"
"81.41";"Estrategia Empresaria";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Bordoy, Gabriela Veronica"
"81.41";"Estrategia Empresaria";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Pleitel, Gustavo"
"81.41";"Estrategia Empresaria";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Lopes Perera, Sebastian"
"81.41";"Estrategia Empresaria";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Zinovich, Federico Gabriel"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gazzaneo, Alejandra Marcela"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Rojas, Yeraldith"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gentile, Guillermina Jose"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Leal, Emilse Soledad"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Testa Fernandez, Juan Jose"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Exeni Matiuzzi, Carolina"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rojas, Yeraldith"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Meich, Veronica Cecilia"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Molnár, Edith María"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Testa Fernandez, Juan Jose"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Enderle, Ana Gabriela"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Meich, Veronica Cecilia"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Gazzaneo, Alejandra Marcela"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Gentile, Guillermina Jose"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Tebele, María Florencia"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Meich, Veronica Cecilia"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Gazzaneo, Alejandra Marcela"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Stripeikis, Jorge Daniel"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Gazzaneo, Alejandra Marcela"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Exeni Matiuzzi, Carolina"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Meich, Veronica Cecilia"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Exeni Matiuzzi, Carolina"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Gentile, Guillermina Jose"
"12.01";"Química I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Leal, Emilse Soledad"
"23.10";"Formación General II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Selmo, Carlos"
"61.12";"Gestión Financiera";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Abayu, Jorge Alejandro"
"61.12";"Gestión Financiera";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Coccolo, Pablo Bartolome"
"61.12";"Gestión Financiera";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Abayu, Jorge Alejandro"
"61.12";"Gestión Financiera";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Coccolo, Pablo Bartolome"
"61.24";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Coccolo, Pablo Bartolome"
"61.24";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Abayu, Jorge Alejandro"
"61.24";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Coccolo, Pablo Bartolome"
"61.24";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Palandella, Mauricio Guillermo"
"94.11";"Sociología Política";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Sansone Bettella, Marianela"
"94.11";"Sociología Política";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Diaz Leimbacher, Enrique Daniel"
"94.23";"Formación General III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Calamante, Romina"
"94.23";"Formación General III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Valledor Duco, Juan Maria"
"94.23";"Formación General III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Pedró, Cecilia Angélica"
"94.23";"Formación General III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KMP";"Calamante, Romina"
"94.23";"Formación General III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KMP";"Iafreffe, Marina"
"94.23";"Formación General III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KMP";"Pedró, Cecilia Angélica"
"61.92";"Derecho Aduanero";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Blázquez, Oscar Gustavo"
"61.92";"Derecho Aduanero";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Perego, Pablo Alejandro"
"61.92";"Derecho Aduanero";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cirillo, Karina Elizabeth"
"10.08";"Energías Renovables";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lezama, Juan Marcelo"
"16.44";"Física Médica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Solano, Agustín Benjamín Ezequiel"
"11.46";"Planeamiento Estratégico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Simcic, Maximiliano Norberto"
"11.46";"Planeamiento Estratégico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Boullon, Fernando"
"11.46";"Planeamiento Estratégico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Alvarez, Juan Ignacio"
"11.46";"Planeamiento Estratégico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Simcic, Maximiliano Norberto"
"11.46";"Planeamiento Estratégico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Boullon, Fernando"
"11.46";"Planeamiento Estratégico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Alvarez, Juan Ignacio"
"11.34";"Taller de Modelización de Productos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Leporati, Jorge Eduardo"
"16.20";"Biomedicina Estructural y Computacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Fernández, María Laura"
"16.20";"Biomedicina Estructural y Computacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Cavasotto, Claudio"
"22.31";"Diseño de Equipos Electrónicos  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"K";"Ugarte, Alejandro Rubén"
"22.31";"Diseño de Equipos Electrónicos  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"K";"Pingitore, Ricardo Alejandro"
"30.37";"Diseño de Motores de Combustión Interna";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Orbaiz, Pedro Jose"
"30.37";"Diseño de Motores de Combustión Interna";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Oxenford, Nicolás"
"93.20";"Análisis Matemático";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Florit, Patricia Teresa"
"93.20";"Análisis Matemático";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L1";"Marti, Maria Elisabeth"
"93.20";"Análisis Matemático";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L1";"Blanco Vitorero, Maria Patricia"
"11.10";"Organización de la Producción I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Carola, Luis Federico"
"11.10";"Organización de la Producción I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Carracedo Fernández, Gonzalo Ezequiel"
"11.10";"Organización de la Producción I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lucioli, Mónica Susana"
"11.10";"Organización de la Producción I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Soto, Marcela Fabiana"
"11.10";"Organización de la Producción I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Carola, Luis Federico"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Agaliotis, Eliana Mabel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Marmora, Jessica Yamila"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Rinaldi, Horacio Daniel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Londoño Calderón, César Leandro"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Rinaldi, Miguel Angel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Alessio, Maria Gabriela"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Marmora, Jessica Yamila"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rinaldi, Miguel Angel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Alessio, Maria Gabriela"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Medus, Andrés Daniel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Marmora, Jessica Yamila"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Rinaldi, Miguel Angel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Alessio, Maria Gabriela"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Medus, Andrés Daniel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"Marmora, Jessica Yamila"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"Rinaldi, Horacio Daniel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"Rinaldi, Miguel Angel"
"93.44";"Física IV";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"Alessio, Maria Gabriela"
"41.18";"Geofísica de Reservorios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Crovetto, Carolina Beatriz"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Falco, Jorge Eduardo"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Vazquez, Gustavo Alejandro"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Bonadeo, Claudio"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Falco, Jorge Eduardo"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Vazquez, Gustavo Alejandro"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Bonadeo, Claudio"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Falco, Jorge Eduardo"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Vazquez, Gustavo Alejandro"
"30.01";"Mecánica y Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Bonadeo, Claudio"
"72.34";"Estructura de Datos y Algoritmos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Gomez, Leticia Irene"
"72.34";"Estructura de Datos y Algoritmos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Nardini, Gonzalo Martín"
"12.26";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Campanella, Jorge Alberto"
"12.26";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Lamborizio, María Bárbara"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Molnár, Edith María"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Testa Fernandez, Juan Jose"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"De Angelis, Laura Elizabeth"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Errea, Maria Ines"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rodríguez Ramírez, Carlos Alejandro"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rossi, Ezequiel"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Gazzaneo, Alejandra Marcela"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Arrupe, Nicolás"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Meich, Veronica Cecilia"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Molnár, Edith María"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Testa Fernandez, Juan Jose"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Meich, Veronica Cecilia"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Gazzaneo, Alejandra Marcela"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Arrupe, Nicolás"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Rojas, Yeraldith"
"12.02";"Química II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Stripeikis, Jorge Daniel"
"81.52";"Negocios y Tecnología en Internet";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INGLES";"Casanova, Pablo Rodolfo"
"81.52";"Negocios y Tecnología en Internet";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INGLES";"Marino, Gustavo Adrian"
"10.07";"Creatividad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Arcagni, Adolfo Alberto"
"31.85";"Transmisiones Automotrices";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Celani, Vicente Fidel"
"31.73";"Aire Acondicionado y Refrigeración";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Ilundain, Ignacio Hugo"
"81.64";"Gestión y Sistemas de Información de la Logística Internacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Giménez Haupt, Lucas"
"81.64";"Gestión y Sistemas de Información de la Logística Internacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Chevillard, Hector Oscar"
"81.64";"Gestión y Sistemas de Información de la Logística Internacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Backis, Vanina Cecilia"
"61.81";"Microeconomía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Coccolo, Pablo Bartolome"
"94.12";"Antropología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Verdenelli, Juliana"
"94.12";"Antropología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Sansone Bettella, Marianela"
"94.12";"Antropología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Diaz Leimbacher, Enrique Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Toranzo Calderón, Joaquín Santiago"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Toranzo Calderón, Joaquín Santiago"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Toranzo Calderón, Joaquín Santiago"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"DF";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"DF";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"DF";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"DF";"Toranzo Calderón, Joaquín Santiago"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Toranzo Calderón, Joaquín Santiago"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Toranzo Calderón, Joaquín Santiago"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Gayoso, Maria Celia"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Álvarez, Paola Marta"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Manterola, Sergio Daniel"
"94.24";"Metodología del Aprendizaje";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Toranzo Calderón, Joaquín Santiago"
"16.33";"Ingeniería Hospitalaria";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Paschetta, Federico"
"16.33";"Ingeniería Hospitalaria";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Acosta, Marco"
"11.79";"Sistemas y Modelos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Mur, Sebastián Matías"
"11.79";"Sistemas y Modelos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Kljenak, Ramiro"
"11.79";"Sistemas y Modelos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Mur, Sebastián Matías"
"11.79";"Sistemas y Modelos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Mur, Sebastián Matías"
"61.90";"Derecho Público y Privado";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Blázquez, Oscar Gustavo"
"61.90";"Derecho Público y Privado";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Perego, Pablo Alejandro"
"61.90";"Derecho Público y Privado";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Suárez, Gustavo Daniel"
"61.90";"Derecho Público y Privado";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Larroude, Javier Alfredo"
"16.21";"Bioinformática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Yankilevich, Patricio"
"16.21";"Bioinformática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Breglia, Mariano Nicolás"
"93.57";"Matemática V";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Garcia Galiñanes, Rafael Antonio"
"93.57";"Matemática V";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Peña, Nelly Haydee"
"93.21";"Álgebra";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Alvarez Ponte, Lucia Ines"
"93.21";"Álgebra";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Galibert, Maria Silvia"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Olcese, Alfredo Alberto"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Gómez, Constanza Mariel"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Olcese, Alfredo Alberto"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Diaz, Laura Ines"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Olcese, Alfredo Alberto"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Gómez, Constanza Mariel"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Olcese, Alfredo Alberto"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Diaz, Laura Ines"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Buquete, Maria Alejandra"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Diaz, Laura Ines"
"71.55";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Buquete, Maria Alejandra"
"72.11";"Sistemas Operativos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Mogni, Guido Matías"
"72.11";"Sistemas Operativos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Godio, Ariel"
"72.11";"Sistemas Operativos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Merovich, Horacio Víctor"
"72.35";"Ingenieria de Software I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Botti, Federico José"
"72.35";"Ingenieria de Software I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Buquete, Maria Alejandra"
"72.35";"Ingenieria de Software I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Titiosky, Rolando"
"12.11";"Operaciones Unitarias I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Dwek, Martina"
"12.11";"Operaciones Unitarias I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Arufe, Gonzalo Lorenzo"
"12.11";"Operaciones Unitarias I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Maffi, Juan Martín"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pfister, Patricia Sylvina"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Sztrum, Rocío Belén"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Pfister, Patricia Sylvina"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Sztrum, Rocío Belén"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Pfister, Patricia Sylvina"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Sztrum, Rocío Belén"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Ducrey, Mariana"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Porcellana, Jorge Alberto"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"De Piero, Maria Ines"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Giménez, Analía Paula"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Porcellana, Jorge Alberto"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Giménez, Analía Paula"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"De Piero, Maria Ines"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Porcellana, Jorge Alberto"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"De Piero, Maria Ines"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Ducrey, Mariana"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Pfister, Patricia Sylvina"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Ducrey, Mariana"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Pfister, Patricia Sylvina"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Ducrey, Mariana"
